node,timestamp,split,query,summary
10,1623680363.0,None,"[[""deflect"", 0.7387355331448531], [""shot"", 0.6739954095312443]]",61' | Good chance for Scotland; Stuart Armstrong drives through on goal; his shot takes a deflection and loops just over the bar. [0-2] Steve Clarke should be absolutely shot for this team selection today 🤢. (61) - Armstrong's shot is deflected over the bar. #SCOCZE.
11,1623680601.0,None,"[[""dyke"", 0.7846002928560633], [""fever"", 0.20742908516943534], [""clinic"", 0.20742908516943534], [""terribl"", 0.20742908516943534], [""save"", 0.20728514516088212], [""class"", 0.20642800470601985], [""lyndon"", 0.2058727530261052], [""score"", 0.18649474771691713], [""abeg"", 0.1824798134134891], [""footbal"", 0.1765281170399899], [""goalkeep"", 0.16768217562569399]]",🏴󠁧󠁢󠁳󠁣󠁴󠁿Football fever⚽️ come on Scotland! EURO 2020 #YESSIRICANBOOGIE. This Lyndon Dykes player is terrible. What a save. That dykes should be taken off abeg. He is not clinical enough. EURO 2020. EURO 2020 Czech Republic Goalkeeper Is World Class 🔥. Dykes should be scoring that.
12,1623680711.0,None,"[[""convert"", 0.7756699132926906], [""fraser"", 0.6311388005918427]]",Dykes needs to be converting a chance like that. #sco EURO 2020. Scotland need 2 goals and bring on Ryan Fraser 😭😭😭.
13,1623680810.0,None,"[[""pleas"", 0.7504145953942618], [""best"", 0.6609674235688672]]",Just dykes to score please. EURO 2020 best goals so far. That goal in the #CZE #SCO game was insane but the best part might be the goalie doing whatever this was…. Dykes want to SCORE please x. David Marshall did his best to keep it out 🧤.
14,1623681097.0,None,"[[""sub"", 0.7243020856558635], [""select"", 0.6894827689758216]]",He's made 3 subs. Gilmour isn't on. Patterson isn't in. O'Donnell is still on. Steve Clarke has got this game all wrong. Team selection and subs have been shocking.
15,1623681233.0,None,"[[""bow"", 1.0]]","Take a bow David Marshall. Scotland’s latest “Gaff”. Patrick Shick. Take a bow. EURO 2020. SCHICK TAKE A BOW, WHAT A GOAL.. PATRIK SCHICK TAKE A BOW! WHAT A GOAL! #CZE.. PATRICK SCHICK TAKE A BOW! GOAL OF THE TOURNAMENT! 👏🏻👏🏻👏🏻 SCOTLAND ARE IN BIG TROUBLE!"
16,1623681480.0,None,"[[""patterson"", 1.0]]",FINALLY TAKES O’DONNELL OFF AND PUTS ON FORREST WHEN PATTERSON IS SITTING THERE 😂😂😂😂😂😂😂😂😂😂. Got pick your team with best players starting if there regardless Patterson Gilmour Should have started 🏴󠁧󠁢󠁳󠁣󠁴󠁿.
17,1623681646.0,None,"[[""feet"", 0.6406973239381089], [""shetland"", 0.556066470347214], [""neither"", 0.5294308450157935]]","John McGinn needs to stay on his feet. Patrik Schick scored that 2nd Czech goal from Shetland! EURO 2020 #SCOCZE. Now I'm no expert, but then again, neither is Steve Clarke. Not only was his starting line-up all wrong, but so were his subs."
18,1623681779.0,None,"[[""exact"", 0.49969722839044933], [""score"", 0.4599786084752877], [""player"", 0.4508133826171091], [""classat"", 0.4095666330021045], [""sciv"", 0.4095666330021045]]",These Czech players are absolute world class…at getting bodies in the way and blocking shots SCIvs CZE EURO 2020. How have Scotland not scored? EURO 2020. James forrest and ryan Fraser are the exact same player😭. Omg #CZE you did not just score that😱.
19,1623682083.0,None,"[[""coufal"", 0.6237487864005421], [""footbal"", 0.5750456318335748], [""ball"", 0.5293958563995148]]",Coufal what a ball. I’m convinced that Coufal is just not ever comfortable shooting the ball lol ⚒🇨🇿. Scotland are a shocking football side... EURO 2020. That cross was Coufal. Benny Blanco how did I do? What a game of football this is Euro 2020.
20,1623682509.0,None,"[[""satisfi"", 1.0]]",Why is it just as satisfying watching England win as it is watching Scotland National Team lose? EURO 2020.
