node,timestamp,split,query,summary
11,1624111060.0,None,"[[""varan"", 0.6123408550119696], [""fiola"", 0.589256431143202], [""half"", 0.5270820957304344]]",Good 1st half.. france seems over confident that costs them goal to half should be 🔥 EURO 2020 #FRAHUN. Sub in Giroud for Benzema in the second half and he scores a hattrick. Varane on the Hungary goal. #HUNFRA. Full Goal Fiola 🔥🔥🎥..
12,1624111658.0,None,"[[""champ"", 0.6265602839795019], [""mood"", 0.5730286283922534], [""lead"", 0.5282616790781047]]",#HUN strike first and lead #FRA 1-0 at halftime💥. (🎥: TUDN USA). Hungary lead at half-time. 🇭🇺1-0 🇫🇷 #HUNFRA Fiersdetre Bleus. ATTILA FIOLA 💥. HUNGARY LEADS FRANCE 😱. EURO 2020 (via ESPN FC). #HUN mood after taking the lead against the World Champs 😤.
13,1624112098.0,None,"[[""unbeaten"", 1.0]]",🇭🇺 Hungary are unbeaten against France at EURO finals (W3 D1) 💪. EURO 2020.
14,1624112272.0,None,"[[""half"", 0.8859733915403316], [""giroud"", 0.46373607740019757]]","France really need to put giroud on #FRAHUN. I didn’t expect Rabiot to even start this half. Go for a run, miss the first half. #HUN 1-0 #FRA. Maybe you start your second all time France scorer Olivier Giroud next time 👋🏽. Mbappe has had a nightmare second half unfortunately."
15,1624112756.0,None,"[[""equalis"", 0.5707534616566265], [""llori"", 0.4047539244244392], [""assist"", 0.3634220131652569], [""defend"", 0.21202937175512157], [""final"", 0.210491501910384], [""yeah"", 0.20986589111851342], [""franc"", 0.20778277644830384], [""smh"", 0.1962064827621107], [""fiola"", 0.19131915265587593], [""hook"", 0.18398552902948775], [""want"", 0.18052622500226462], [""mbapp"", 0.17653457415056822], [""simpl"", 0.1707449413095991]]",I desperately need france to win this smh EURO 2020. That ball by lloris and the work by mbappe class. Griezmann how you celebrating like that 😂😂😂😂 it’s a equaliser. This commentator thinks Pavard’s defended well and Varane’s had a bad game… lol.
16,1624112878.0,None,"[[""griezmann"", 0.6411251632122275], [""cring"", 0.6058359874745038], [""sub"", 0.35891338777130954], [""life"", 0.30512695956832336]]","Antoine Griezmann taking a photo of a duck #FRA. That dance was really cringe. Take the goal away from Griezmann, can’t be having that here. NOW SUB IN GIROUD PLEASE. Finally griezmann. 🙌🏽 Still want 3 more. Watching Mbappe play football is one of the joys of life."
17,1624113072.0,None,"[[""deliv"", 0.43871724060077527], [""tragam"", 0.43871724060077527], [""neymar"", 0.43871724060077527], [""score"", 0.3956965030334017], [""full"", 0.36751769657268163], [""champion"", 0.3618515836527064]]","Finally, France scored a goal, and it's Griezmann who scored it. Loving a full crowd. How much better is football with a full stadium!!!#HUNFRA. Route one football delivers for France. 😅. EURO 2020. Neymar ronaldo mbappe. tragam a champions."
18,1624113261.0,None,"[[""antoin"", 1.0]]",You think Antoine Griezmann wasn’t scoring on Juneteenth weekend? TUH. You know it’s black solidarity with all black people. 🇫🇷 Antoine Griezmann has now scored 38 goals for France in 93 games ⚽️. EURO 2020.
19,1624113390.0,None,"[[""giroud"", 0.8099667243658704], [""pogba"", 0.4147010401602715], [""sub"", 0.4147010401602715]]",Giroud on here comes the winning goal. If Giroud score in this game... I go faint. Omo. If Giroud score today everywhere go scatter o. Oh man if Giroud scores Benzema and Mbappe would be furious. #HUNFRA. Bringing Giroud is a good decision but subbing off Pogba isn't. EURO 2020.
20,1624113787.0,None,"[[""keeper"", 0.7785697476540581], [""mbapp"", 0.6275580833977812]]","That Hungary Goal Keeper is really good. #HUN. Mbappe should be scoring that. Gulacsi’s shorts makes him look like a Sunday league keeper. Mbappe has to score there... not shoot straight at the keeper. Mbappe needs to finish that, go low and hit it across the keeper smh."
21,1624114116.0,None,"[[""dembel"", 1.0]]","Ousmane dembele was so rubbish... Came on and dropped a stinker... And is now subbed off... HAHA dembele off after only coming on in the second half #HUNFRA. FUCK OFF DESCHAMPS HE SUBBED OFF DEMBELE. Hope #Dembele is actually injured, no need for that embarrassment euro 2020."
22,1624114278.0,None,"[[""werey"", 0.5918325247247957], [""nah"", 0.5918325247247957], [""wan"", 0.5472371746836538]]","Mbappe nah werey. Giroud give you ball, return am, you wan form match winner.."
23,1624114516.0,None,"[[""champion"", 0.535481631436392], [""touch"", 0.48333121358582964], [""win"", 0.4559375163364934], [""penalti"", 0.26774081571820463], [""lemar"", 0.26774081571820463], [""world"", 0.2677408157181998], [""hun"", 0.23815102007010747]]",Penalty to France no? Kimpembe rugby tackled 😂. Not Hungary almost winning against the world champion 😭😭 #HUNFRA. When a draw is a win. #HUN Euro 2020. Can’t believe giroud didn’t have a single touch on the ball🤣. Lemar really passed there at the end instead of crossing it in 🤣🤣.
24,1624114607.0,None,"[[""fiola"", 0.4613099165628342], [""equalis"", 0.46130982092101375], [""strike"", 0.4062161416101757], [""net"", 0.38059899510079537], [""half"", 0.2611425519937568], [""level"", 0.15376997218761237], [""oliv"", 0.15376997218761237], [""ref"", 0.14171141604620435], [""micheal"", 0.14111489212303943], [""kna"", 0.14111489212303943], [""wallad"", 0.14111489212303943], [""given"", 0.1375385103404487], [""pen"", 0.13050224821776396], [""finish"", 0.12927367259009798], [""score"", 0.1286533919305891]]","How he ain’t given that 🤣🤣🤣 Micheal Oliver a wallad ya kna #HUNFRA. Horrendous decision by the VAR ref at the end there, 100% penalty. #HUNFRA euro 2020. ⏰ RESULT ⏰. 🇭🇺 Fiola strikes just before break. 🇫🇷 Griezmann nets second-half equaliser. 🤔 Who impressed you?. EURO 2020."
