node,timestamp,split,query,summary
22,1623442848.0,None,"[[""lorenzo"", 0.7380243423001359], [""next"", 0.5081331983198443], [""sub"", 0.4439827957676934]]",Italy's next sub warming up #TURITA. The impact Di Lorenzo has had since half time is crazy????? Always providing an option!!! The energy and dynamism di lorenzo has brought on that right flank. Needed. Di lorenzo needs to start in the next game. Why is Chiesa not subbed in yet ?
23,1623442946.0,None,"[[""lead"", 0.5888670980173166], [""scene"", 0.5845686265644677], [""immobil"", 0.47548390290138], [""gol"", 0.29228431328223387]]",Personally think Jorginho should be leading the goalscoring table with that handball. Immobile to score a few this tournament calling it now. Very very surprised that Immobile isn’t one of the strikers that we are looking at. He grantees you goals no matter what.
24,1623443042.0,None,"[[""immobil"", 0.7672047779349079], [""move"", 0.2857295802010881], [""barella"", 0.259335322375096], [""turkish"", 0.25045388198013047], [""bestyouunfollowmenowtbh"", 0.2414636572693545], [""spinazzola"", 0.1946865149611028], [""didnt"", 0.19126722779176172], [""save"", 0.18574492538591028], [""cakir"", 0.16089384490569106], [""defend"", 0.08120827131367042]]","Immobile scores the second and it's game, set and match. euro 2020. Cakir obviously won’t like conceding but what a first save that was on the deflection👀. #Turkey #Italy. The turkish defenders didn’t move, it was almost as if they were immobile..."
25,1623443202.0,None,"[[""footbal"", 0.5750917809324794], [""time"", 0.5601444802121289], [""cruis"", 0.44306627102963947], [""full"", 0.39899860183675234]]",Letting someone like Mancini waste his time in international football is mad. I hate football Football 😶. #TURITA. The irony of having a footballer player called Immobile who is surprisingly very mobile Euro 2021. Italy cruise into a 2️⃣➖0️⃣ lead 🛵 #ITA.
26,1623443403.0,None,"[[""lead"", 0.6401189428769368], [""fire"", 0.6401015759129188], [""ciro"", 0.4248737594673395]]","I really, really hope the Lazio stadium DJ plays La donna e mobile whenever Ciro Immobile scores. 2-0 Italy. Ciro Immobile doubles the lead!. ITALY LEAD 2-0! 🇮🇹. Ciro Immobile with his first goal of EURO 2020 💥. 📸 Immobile fires in second for Italy against Turkey ⚽️. EURO 2020."
27,1623443507.0,None,"[[""14th"", 0.9262159278531592], [""locatelli"", 0.3769934415757272]]","Locatelli, what a player. Locatelli - De Paul - Partey. Midfield goes from ass to class. I'm on my knees Arsenal. Locatelli is a quality player. How dare Mancini take off Locatelli 😂. 🇮🇹 Ciro Immobile celebrates his 14th international goal for Italy ⚽️. EURO 2020."
28,1623443638.0,None,"[[""jorginho"", 0.942364885314528], [""regista"", 0.3345869437472667]]","How the fuck do you get Verratti back into this XI? Jorginho's been class. What version of jorginho is this?!! 👀😲🙆... He's playing too many forward passes 😭😭😭. Jorginho is a great player, dunno who needs to hear this. Jorginho balling in midfield, things you love to see."
29,1623443743.0,None,"[[""insign"", 0.716363466872146], [""gol"", 0.5069478415775114], [""spinazzola"", 0.3332173194377016], [""pitch"", 0.22362505395299828], [""win"", 0.19958540829823604], [""final"", 0.17014989661037072]]",Spinazzola and Immobile are the only players playing football tonight. Fam these man have to take insigne off set pieces. If Italy will win the euros insigne surely should win the ballon d'or right?!?!?!?!?!?!?!? Took Insigne like 6 attempts at the same finish to finally score it.
30,1623443836.0,None,"[[""insign"", 0.7534767942577076], [""keeper"", 0.4630850693180597], [""pass"", 0.3166349387798923], [""finess"", 0.30986170089716003], [""defend"", 0.14680933536661944]]",Insigne needed to score after all the short jokes 😭 happy for the guy. Insigne showing us that he has the finesse shot trait. 3-0. Insigne gets his deserved goal. The Turkey keeper with a brilliant pass to start the move and it ends up in a simple finish.
31,1623443966.0,None,"[[""jorginho"", 0.5627192927015302], [""seen"", 0.27697113217746133], [""chiesa"", 0.2723068708547841], [""champion"", 0.2643562973531905], [""ive"", 0.2544363706715349], [""enough"", 0.2510640395600395], [""sub"", 0.24288787693087371], [""footbal"", 0.24068738105579782], [""well"", 0.220791440983538], [""carri"", 0.15256698238831637], [""good"", 0.14079063425287464], [""form"", 0.13041694155013905], [""win"", 0.12445548531125467], [""deadars"", 0.12352517451742225], [""nut"", 0.12275516907679222], [""nah"", 0.12233515111118325], [""espn"", 0.12133831168347466], [""treat"", 0.10931151842502651], [""that"", 0.10636340611266107], [""first"", 0.1013858944566761]]",We just casually sub in chiesa and belotti😂😂😂 love it. We’re winning the European Championship Italy ⭐️⭐️⭐️⭐️. Jorginho looks absolutely crazy in this Italy team and whenever I see him play international football. The pace suits him a lot man.
32,1623444160.0,None,"[[""curl"", 0.6580706453335861], [""lorenzo"", 0.5252097091720432], [""corner"", 0.3437399148268636], [""uber"", 0.24625142569133135], [""possess"", 0.2000384071782756], [""leagu"", 0.19208698390198845], [""insign"", 0.188117303059762]]",Immobile for Lazio: 177 games. 123 goals. 33 assists. All league #ITA. Insigne gave out his car to deliver the ball. Insigne's Uber had more ball possession than Turkey. Lorenzo Insigne curling the ball into the far corner first time. Clean 😎.
33,1623444331.0,None,"[[""bernardeschi"", 0.8531695448691141], [""barella"", 0.5216337102870446]]",Barella is always on the ball. Incredible player. Bernardeschi is so bad I can’t take it. Bernardeschi is by far the worst player on #ITA. If Bernardeschi can play football at a professional level you can be anything you want. Barella broken tibia? A win in my book.
34,1623444488.0,None,"[[""lose"", 0.6082789276888823], [""manag"", 0.5297789049853456], [""jorginho"", 0.4840829856514429], [""barella"", 0.2566618741839107], [""prop"", 0.22162897668260578]]","In Football Manager Italy lose this game 1-0 #TURITA. Jorginho prop, finally. Barella broken tibia? A win in my book. Jorginho and Barella absolutely class controlling the tempo of the game from the midfield in this game. Brilliant football."
35,1623444593.0,None,"[[""chiellini"", 0.8203916317694427], [""first"", 0.22412972983720922], [""time"", 0.22383663741680396], [""eas"", 0.17605552509686065], [""defend"", 0.17401827104661513], [""three"", 0.1716732250933414], [""tackl"", 0.1639105417222844], [""delight"", 0.16331498635070826], [""game"", 0.1356315369538438], [""worst"", 0.1327781530401134], [""nico"", 0.12904864321935458], [""feet"", 0.12816244193158008], [""spinazzola"", 0.11501054583090528]]","All those years of experience from chiellini there, what a tackle. Chiellini taking goal kicks is exactly the sort of thing the Euros is all about. Chiellini at 50 is more agile than our in prime defenders 😭😭. Chiellini wow 👏 what a player how old is he now."
36,1623444836.0,None,"[[""kebabi"", 0.8023805150094374], [""cook"", 0.4497346688144082], [""jorginho"", 0.3923317942756926]]","Weldone to Italy ⭐️⭐️⭐️⭐️ #ITA. This also goes to Our Chelsea player JORGINHOOO. Turkey vs Italia. 0-3. Euro 2020. Burak Yilmaz vs Italie | 11/06/21 | Euro 2021 | Skills and Highlight | The best Kebabier in the world 🔥🔥🔥. Jorginho was cooking tonight, star player."
37,1623445019.0,None,"[[""might"", 0.9490546334417663], [""joy"", 0.31511157189591504]]",Jorginho might win the euros for Italy aw by himself. Chiellini's joy at saving the clean sheet with that tackle in the final minute might have been even better than Italy's goals.
