node,timestamp,split,query,summary
3,1662616924.0,"['cabinet', 'nomine', 'invok', 'announc', 'week', 'new']","[[""casual"", 0.36620431557671795], [""corrupt"", 0.3636069897040384], [""covertli"", 0.35835094614163393], [""draw"", 0.3508128330382689], [""appl"", 0.34775135617021763], [""oligarch"", 0.3196861130419541], [""thinktank"", 0.3196861130419541], [""systemat"", 0.29771947163654], [""lobbi"", 0.2612144724415205]]","Johnson’s government was casually corrupt. Truss’s is systematically corrupt. She has chosen a cabinet that listens to the money, not the people. Her advisers come from dark money thinktanks: covertly-funded lobby groups, promoting the interests of oligarchs and corporations.🧵."
3,1662617109.0,"['sign', 'fund', 'govern', 'send', 'bill', 'pass']","[[""thinktank"", 0.8152773893836757], [""corrupt"", 0.2641305457794571], [""casual"", 0.26129936101127127], [""covertli"", 0.2556957120975737], [""oligarch"", 0.22810702525579543], [""systemat"", 0.21243307189519947], [""lobbi"", 0.1863855007507867]]","Johnson’s government was casually corrupt. Truss’s is systematically corrupt. She has chosen a cabinet that listens to the money, not the people. Her advisers come from dark money thinktanks: covertly-funded lobby groups, promoting the interests of oligarchs and corporations.🧵."
3,1662617141.0,"['money', 'tax']","[[""casual"", 0.4210856117598836], [""corrupt"", 0.4186071875581436], [""covertli"", 0.41205529526090745], [""oligarch"", 0.3675959478233112], [""thinktank"", 0.3675959478233112], [""systemat"", 0.3423372705192448], [""lobbi"", 0.30036144100418133]]","Johnson’s government was casually corrupt. Truss’s is systematically corrupt. She has chosen a cabinet that listens to the money, not the people. Her advisers come from dark money thinktanks: covertly-funded lobby groups, promoting the interests of oligarchs and corporations.🧵."
3,1662617218.0,"['foreign', 'econom', 'brief', 'advis', 'nation', 'former', 'secur', 'domest', 'chief']","[[""corrupt"", 0.42376966552877043], [""casual"", 0.4188563102981637], [""covertli"", 0.40987380188668476], [""oligarch"", 0.3656498300721492], [""thinktank"", 0.3656498300721492], [""systemat"", 0.3405248766585754], [""money"", 0.3059825817609166]]","Johnson’s government was casually corrupt. Truss’s is systematically corrupt. She has chosen a cabinet that listens to the money, not the people. Her advisers come from dark money thinktanks: covertly-funded lobby groups, promoting the interests of oligarchs and corporations.🧵."
3,1662617223.0,"['polici', 'cooper', 'administr', 'address', 'climat', 'plan', 'immigr', 'execut', 'day']","[[""soar"", 0.8219455297733657], [""draw"", 0.34188744701545654], [""appl"", 0.33893410140480346], [""bold"", 0.30437180316802226]]","Xi and Putin plan to meet, Truss draws Thatcher pound comparison, and Apple shows off new products.. Here’s what we’re talking about 🔽.. PM Liz Truss to unveil 'bold plan' to offset UK inflation, soaring energy prices."
3,1662617389.0,"['destroy', 'clemenc', 'trump', 'peopl', 'enemi', 'american']","[[""corrupt"", 0.4448168386613977], [""casual"", 0.4400316924858771], [""covertli"", 0.4305950711866591], [""oligarch"", 0.38413534576878156], [""thinktank"", 0.38413534576878156], [""systemat"", 0.3577401942517052]]","Johnson’s government was casually corrupt. Truss’s is systematically corrupt. She has chosen a cabinet that listens to the money, not the people. Her advisers come from dark money thinktanks: covertly-funded lobby groups, promoting the interests of oligarchs and corporations.🧵."
3,1662617525.0,"['hour', 'take', 'spent', 'time', 'year', 'last', 'offic']","[[""100b"", 0.49509746203519245], [""ayesha"", 0.47886490406418286], [""hazarika"", 0.43488237810747277], [""gmb"", 0.4118228419412225], [""lab"", 0.4084680780782707]]","On #GMB Ayesha Hazarika says there is something particularly macho masculine about politics on the left thats one reason why Lab have never had a female leader. Last time round, the left of the Lab Party backed Rebecca Long-Bailey. Ayesha the Lab right backed Keir Starmer."
3,1662617576.0,"['work', 'want', 'countri', 'congratul', 'peac', 'get', 'need', 'mani']","[[""pay"", 0.8111691068912422], [""100b"", 0.4258016943531925], [""compani"", 0.40087104798328216]]",Same old Tory party. Liz Truss is against a windfall tax. She wants to protect the profits of the oil and gas companies and under her plan we would pay it back as a loan. Labour would take the profits from the oil and gas companies to pay for the difference..
4,1662618234.0,['*'],"[[""right"", 0.56751374536552], [""energybil"", 0.4458447085305179], [""clueless"", 0.3921140474668264], [""even"", 0.3856210745008057], [""britain"", 0.3813960028244346], [""good"", 0.1767220823952363]]","Clueless is an excellent word.. So Truss is off to a good start then:. And he is right. As Truss goes to war with Britain, we can do better than this via. We’re you even there?. He is right, you know.. Britain’s Liz Truss to release billions of pounds to help with energy bills."
4,1662618485.0,"['work', 'want', 'countri', 'congratul', 'peac', 'get', 'need', 'mani']","[[""compani"", 1.0]]","And many MPs have shares in large energy companies. Energy companies should take hit, not the tax payer. This is a national debt we can avoid only an idiot would think otherwise."
4,1662618581.0,"['polici', 'cooper', 'administr', 'address', 'climat', 'plan', 'immigr', 'execut', 'day']","[[""attest"", 1.0]]",The insanity of Truss’s belief in Thatcher Truss is set on Thatcher’s economic plan. It failed for her - as millions of unemployed and a failed financial services boom could attest. But that will not stop Truss making the same mistakes all over again.
4,1662619038.0,"['hour', 'take', 'spent', 'time', 'year', 'last', 'offic']","[[""museum"", 0.7094393932680495], [""consecut"", 0.6720025909831375], [""sheer"", 0.21238706408680358]]","'The sheer exhaustion of 12 consecutive years of Tory government shows up in her cabinet of loyalists. Jacob Rees-Mogg, the business secretary, should be put in a museum, not in charge of anything.'."
5,1662619246.0,['*'],"[[""energybil"", 0.7279726395857289], [""starmer"", 0.6856061814296793]]","UK’s Liz Truss will unleash billions of pounds to help with energy bills. TORIES OUT. Tory scumbags. Labour scumbags. Starmer Out. Truss’s politics are hard right and fecking awful, but I’m afraid she won the verbal joust with Starmer. He’s so weak. #PMQs. Starmer of course."
6,1662620457.0,['*'],"[[""frack"", 0.5035214655224372], [""bluster"", 0.4648754172435474], [""buckl"", 0.42302625765060514], [""boll"", 0.29529492887450093], [""convict"", 0.24842453015446564], [""unlik"", 0.24540541351323553], [""pmq"", 0.22961877063864589], [""logic"", 0.21179815366861826], [""direct"", 0.21138795762482412]]","If you think Boris Johnson filled #PMQs with bull****, bluster boll**** buckle up for Liz Truss.. Just from those clips alone, Starmer was far more incisive and direct. The gaslighting is #Newsnight. Unlike the Convict, Truss gives direct answers at PMQs, even if logic fails her.."
6,1662620552.0,"['work', 'want', 'countri', 'congratul', 'peac', 'get', 'need', 'mani']","[[""furi"", 1.0]]","Thats Tory, the rich get richer. Fury over ‘Truss Tax’ as planned energy bill freeze lets big firms off the hook. Fury as Liz Truss to allow fracking today despite her own Chancellor saying it won't work #Politics."
7,1662621359.0,['*'],"[[""mongolia"", 0.5349496912937579], [""kfc"", 0.5175270499049571], [""read"", 0.3910992850984582], [""correct"", 0.2006655569818757], [""clear"", 0.18816174080290757], [""see"", 0.18434007679098588], [""turn"", 0.18059570217343468], [""convict"", 0.18050110571299305], [""mcdonagh"", 0.17513725476064457], [""frack"", 0.17358288852887507], [""unlik"", 0.1696478892654244], [""slime"", 0.16912486183367928]]","Good grief! I had to re read this tweet. Has Kevin Maguire actually agreed with Liz Truss and T May?. Liz was very clear, there was clear blue water. I'm very right wing and I loved it.. Unlike the Convict, Truss gives direct answers at PMQs, even if logic fails her."
7,1662621422.0,"['polici', 'cooper', 'administr', 'address', 'climat', 'plan', 'immigr', 'execut', 'day']","[[""ecb"", 0.3677020444718899], [""crowd"", 0.36750820191629324], [""appl"", 0.3577766460314898], [""sweep"", 0.3499427192871712], [""opt"", 0.3396130011033965], [""sport"", 0.3387148532075299], [""pursu"", 0.30567949996753374], [""endur"", 0.28636389003235097], [""reform"", 0.27158776900127096]]","@torygeek Liz Truss to set out plan to tackle soaring energy bills, Kwasi Kwarteng to pursue ""sweeping"" financial reforms, and Apple targets endurance sports crowd. Plus: UK house prices, labour market and ECB decision ⬇️ Reply #stop to opt out."
7,1662621422.0,"['sign', 'fund', 'govern', 'send', 'bill', 'pass']","[[""ecb"", 0.37325691721504733], [""crowd"", 0.36180809451883067], [""appl"", 0.3541695869651188], [""sweep"", 0.3500175658635204], [""opt"", 0.3361635181814744], [""sport"", 0.3352744928628298], [""pursu"", 0.3089967422070741], [""reform"", 0.28387499725036597], [""endur"", 0.2834552636107699]]","@trader_dante001 Liz Truss to set out plan to tackle soaring energy bills, Kwasi Kwarteng to pursue ""sweeping"" financial reforms, and Apple targets endurance sports crowd. Plus: UK house prices, labour market and ECB decision ⬇️ Reply #stop to opt out."
7,1662621425.0,"['steal', 'stop']","[[""ecb"", 0.4133459828778687], [""crowd"", 0.3714250031248713], [""opt"", 0.3672232249555718], [""appl"", 0.3616172107496733], [""sweep"", 0.3536723124192158], [""sport"", 0.34232478283492035], [""pursu"", 0.31549445282737615], [""endur"", 0.28941587751106124]]","@superiorfin Liz Truss to set out plan to tackle soaring energy bills, Kwasi Kwarteng to pursue ""sweeping"" financial reforms, and Apple targets endurance sports crowd. Plus: UK house prices, labour market and ECB decision ⬇️ Reply #stop to opt out."
7,1662621831.0,"['work', 'want', 'countri', 'congratul', 'peac', 'get', 'need', 'mani']","[[""bizarr"", 0.7333790853449563], [""subsidis"", 0.5278692322269534], [""appar"", 0.3452128420909633], [""borrow"", 0.2536479538695349]]","Truss apparently has an energy plan. What is more we are to hear about it today. It sounds expensive, because it will subsidise those who do not need support. But it will also, apparently, be funded by borrowing, and that is bizarre (to be polite). A thread…."
7,1662621899.0,"['hour', 'take', 'spent', 'time', 'year', 'last', 'offic']","[[""airbrush"", 1.0]]",We must not airbrush Boris Johnson’s shameful record in office. He certainly doesn’t need academics like Vernon Bogdanor to do so when he’s got a right wing media happy to do it for him! Boris Johnson Liar. We must not airbrush Boris Johnson’s shameful record in office.
7,1662622172.0,"['cabinet', 'nomine', 'invok', 'announc', 'week', 'new']","[[""130bn"", 1.0]]","Theguardian: 'Liz Truss set to announce £130bn energy bill bailout'. The Guardian Business NEWTop story: Liz Truss set to announce £130bn energy bill bailout | UK cost of living crisis | The Guardian , see more. Liz Truss set to announce £130bn energy bill bailout."
8,1662622799.0,['*'],"[[""crisi"", 0.749483282809819], [""energi"", 0.48602482542552067], [""deal"", 0.3195790786681458], [""hand"", 0.316107403165962]]",Wind farms can solve the energy crisis 👇. Lesley Riddoch: ‘Human hand grenade’ Liz Truss should be a gift for Yes. UK PM TRUSS: I WILL DEAL HANDS-ON WITH THE ENERGY CRISIS. Energy crisis: What will Liz Truss do for businesses?. BEWARE ENERGY CRISIS WHEREVER YOU ARE!!.
8,1662623353.0,"['work', 'want', 'countri', 'congratul', 'peac', 'get', 'need', 'mani']","[[""disclos"", 0.6471415695495029], [""payback"", 0.5660644722154954], [""day"", 0.5106650587776673]]","Truss economic policy is guided by the Institute of Economic Affairs and the Taxpayer’s Alliance. Neither disclose their funding. I have always assumed big oil companies to be amongst their donors and if so, boy are they getting a payback on their investment right now."
9,1662623824.0,"['hour', 'take', 'spent', 'time', 'year', 'last', 'offic']","[[""saddl"", 0.5220835127415436], [""frack"", 0.5188778871208596], [""nutshel"", 0.4927206028927506], [""conservat"", 0.4641346264452235]]",'The fact is the Truss Tax will saddle households for debt for years to come.'. I suggest that Truss takes the first one for the team and has 40 odd fracking sites in her constituency. Lead the way Liz..
9,1662624142.0,"['cabinet', 'nomine', 'invok', 'announc', 'week', 'new']","[[""instinct"", 0.6776373369391064], [""edit"", 0.6605075730890823], [""sale"", 0.3233224172216438]]",New** Special limited edition Set of six A5 Liz Truss cards with envelopes. For any occasion birthdays anniversaries Christmas. Truss your instincts: the new edition of Private Eye is on sale now!.
9,1662624190.0,['*'],"[[""pleas"", 0.5182600144671217], [""confid"", 0.4002947438875801], [""key"", 0.3977674159463638], [""supplier"", 0.3833833881527727], [""contract"", 0.3350116670990806], [""low"", 0.22880210228356485], [""overhaul"", 0.2150669572061532], [""bastard"", 0.16718196584399597], [""issu"", 0.1648699822075197]]","Low Confidence In Truss On All Key Issues #zerohedge. Liz Truss to overhaul energy supplier contracts in market shake-up. Heat pumps should be key to Truss’s energy strategy, urges expert. BBC Radio 5 Live can we have some respect please. Not just Truss, Lis Truss or PM please."
9,1662624216.0,"['foreign', 'econom', 'brief', 'advis', 'nation', 'former', 'secur', 'domest', 'chief']","[[""disclos"", 0.7351740618631715], [""payback"", 0.6778783805105498]]","Truss economic policy is guided by the Institute of Economic Affairs and the Taxpayer’s Alliance. Neither disclose their funding. I have always assumed big oil companies to be amongst their donors and if so, boy are they getting a payback on their investment right now."
10,1662624773.0,"['hour', 'take', 'spent', 'time', 'year', 'last', 'offic']","[[""nutshel"", 1.0]]","Liz Truss' proposal to max out the UK's credit card rather than take Shell profits, means that working people and not the rich, will have to pay off the debt. Taking more from the poor to sustain the rich is Conservatism in a nutshell."
10,1662625267.0,"['work', 'want', 'countri', 'congratul', 'peac', 'get', 'need', 'mani']","[[""comput"", 0.7620424159882002], [""game"", 0.4991305232142143], [""build"", 0.41250463879909444]]",I don't know how else I can put this... Imagine a computer game. Where the aim of the game is to build a society. Where the top 0.1% get obscenely rich at the expense of the other 99.9% of the population. is how you'd win it..
11,1662625998.0,['*'],"[[""patron"", 0.48052955200311365], [""hell"", 0.44471982495819656], [""nabil"", 0.40266913406331856], [""abdulrashid"", 0.40266913406331856], [""scene"", 0.3555538787124474], [""well"", 0.34729267659823554]]","Well put. Liz Truss: Britain's Stupidest Prime Minister Nabil Abdulrashid. Liz TRUSS, the CONSERVATIVE PARTY and the PATRONS : live scenes. Liz Truss is the Prime Minister from (S)hell. Truss adopts the Lyndon Johnson “tent” ploy. Could well be a smart move."
11,1662626246.0,"['counsel', 'attorney', 'said', 'investig', 'gener']","[[""inquirycsa"", 0.8158544813982923], [""horrif"", 0.5782572655681238]]",Can I ask InquiryCSA why they haven't said one word about Boris Johnson 's horrific political opinion whether it will be mentioned in any future reports. @DinoNocivelli @SoniaPoulton @CordwellPeter....
11,1662626300.0,"['alli', 'legal', 'court', 'overturn', 'challeng', 'lawsuit', 'result', 'ask']","[[""inquirycsa"", 0.8158544813982923], [""horrif"", 0.5782572655681238]]",Can I ask InquiryCSA why they haven't said one word about Boris Johnson 's horrific political opinion whether it will be mentioned in any future reports. @DinoNocivelli @SoniaPoulton @CordwellPeter....
11,1662626420.0,"['cabinet', 'nomine', 'invok', 'announc', 'week', 'new']","[[""gordon"", 0.7924157040944059], [""scrutini"", 0.3513830299618437], [""courea"", 0.3038944801145047], [""eleni"", 0.3038944801145047], [""later"", 0.2527916297492281]]","When Liz Truss makes her announcement about energy prices later, remember to thank Gordon Brown…. No surprise Truss trying desperately to avoid scrutiny on her announcement today-why? Because she knows it’s the wrongly funded option and she don’t want people to know."
11,1662626441.0,"['destroy', 'clemenc', 'trump', 'peopl', 'enemi', 'american']","[[""coin"", 0.8600019381381276], [""compani"", 0.45197202397268876], [""fist"", 0.23689228764291884]]","The energy companies are making money hand over fist as our bills soar. So, do we tax them and use the revenue to support people struggling to make ends meet?. No. Truss intends to use the taxes we pay to allow the energy companies to keep coining it."
11,1662626544.0,"['troop', 'pay', 'cut', 'servic', 'order']","[[""fist"", 1.0]]","The energy companies are making money hand over fist as our bills soar. So, do we tax them and use the revenue to support people struggling to make ends meet?. No. Truss intends to use the taxes we pay to allow the energy companies to keep coining it."
11,1662626876.0,"['foreign', 'econom', 'brief', 'advis', 'nation', 'former', 'secur', 'domest', 'chief']","[[""dollar"", 1.0]]","The Truss effect... Who'd have predicted the markets would react badly to Liz Truss and her catastrophic economic plans. ""The pound has plummeted to its lowest level against the US dollar since 1985."" Good job we don't buy oil in dollars... oh..."
12,1662627267.0,['*'],"[[""accomplic"", 0.5392629482556531], [""proudli"", 0.5109735956799669], [""keir"", 0.503804330481675], [""news"", 0.3381128875060142], [""cours"", 0.22850202248609106], [""knew"", 0.16658077550104375]]","Knew it, pushing for fracking !.. Nuclear, we knew it. No, no, no.. Zionist Terrorism. Proudly sponsored ‘without qualification’ by Keir Starmer and his accomplices The Labour Party while BBC News (UK) and ITV News turn a blind eye. No of course not, are you high?."
12,1662627405.0,"['money', 'tax']","[[""untroubl"", 1.0]]",Truss's claim that companies untroubled by windfall taxes will instead invest heavily in infrastructure will comes as quite a shock to water companies.
12,1662627408.0,"['evid', 'republican', 'outcom', 'claim', 'widespread', 'voter', 'proof', 'elect']","[[""untroubl"", 0.6504737149175607], [""compani"", 0.5976966418491781], [""heavili"", 0.46866050668214315]]",Truss's claim that companies untroubled by windfall taxes will instead invest heavily in infrastructure will comes as quite a shock to water companies.
12,1662627447.0,"['chines', 'militari', 'rais', 'defens', 'compani', 'veto', 'ban', 'threaten']","[[""untroubl"", 1.0]]",Truss's claim that companies untroubled by windfall taxes will instead invest heavily in infrastructure will comes as quite a shock to water companies.
12,1662627793.0,"['hour', 'take', 'spent', 'time', 'year', 'last', 'offic']","[[""detain"", 0.7281854444445942], [""syria"", 0.68538015619]]",Will you join me in writing to new PM Liz Truss demanding she bring back British nationals detained in North East Syria? It only takes 30 seconds.
13,1662628244.0,['*'],"[[""cours"", 0.8185224192903103], [""wonder"", 0.4362717458727958], [""draft"", 0.373748595813068]]","No of course not, are you high?. Of course it is. Wonder why?. Of course they will and they will continue under labour Thanks to Centrists!. Liz Truss on collision course with Bank of England over boosting economy. Brexiteer Steve Baker drafted in to shake up NI talks."
13,1662629068.0,"['hour', 'take', 'spent', 'time', 'year', 'last', 'offic']","[[""detain"", 1.0]]",Will you join me in writing to new PM Liz Truss demanding she bring back British nationals detained in North East Syria? It only takes 30 seconds.
14,1662629236.0,['*'],"[[""pathet"", 0.47980191337778827], [""well"", 0.4680973836138717], [""answer"", 0.4427375203314511], [""sivier"", 0.29747154815747245], [""see"", 0.2509346187576598], [""point"", 0.24612678689967749], [""mike"", 0.22059675124986147], [""mole"", 0.2205535331508857], [""wonder"", 0.212874995554838]]","Oh come on, this is pathetic. Is this really where we are in 2022? Whatever else she is up to, I really doubt that Liz Truss is involved in any “Popish plots”.. Prime Minister's Questions with Liz Truss - she answered, but not well via Mike Sivier."
14,1662629438.0,"['cabinet', 'nomine', 'invok', 'announc', 'week', 'new']","[[""detain"", 1.0]]",Will you join me in writing to new PM Liz Truss demanding she bring back British nationals detained in North East Syria? It only takes 30 seconds.
15,1662630236.0,['*'],"[[""background"", 0.6859013827607323], [""teigen"", 0.5243552571037321], [""well"", 0.5045699728229913]]","Well well well.... Liz was great in PMQ's. Loved the way she managed Starmer, yes managed him. Liz showed him up for what he is. A hypocrite. Well done Liz, keep it up and you will be fine. Chrissy Teigen is very confused about Liz Truss. Useful bit of background...."
16,1662631504.0,"['work', 'want', 'countri', 'congratul', 'peac', 'get', 'need', 'mani']","[[""dubiousyet"", 0.7220524697564545], [""husband"", 0.49240866697082036], [""conflict"", 0.48597729948077184]]",Hugh O’Leary: Who is Liz Truss’s husband and the country’s next first man?. Am I the only person who thinks it weird we don't even know who Liz Truss's husband works for - and so what sort of conflicts of interest he might create for her?
16,1662631543.0,['*'],"[[""parliament"", 0.8544495869703732], [""bounc"", 0.5195343139063661]]","The Liz bounce?. Dead trifle bounce.. So much for the sovereignty of parliament.. The Truss ‘bounce,’ only not for her own party.. WATCH: UK PM Truss Speaks In Parliament On Energy From 11:30.. WATCH: UK PM Truss Speaks In Parliament On Energy From 10:30 GMT.."
16,1662632387.0,"['foreign', 'econom', 'brief', 'advis', 'nation', 'former', 'secur', 'domest', 'chief']","[[""swell"", 0.6509838810121954], [""former"", 0.4613180116890167], [""employe"", 0.4238728101179703], [""hay"", 0.2884762055521321], [""shell"", 0.2407793786187092], [""formerli"", 0.20626267054055017]]","Starmer’s former chief whip loses whip after unspecified ‘complaint’ to party. In honour of Ms Truss, formerly employed by Shell. There was an old firm called Shell. who found they did extremely well. A former employee. showed her loyalty. by helping their bank account swell."
17,1662632405.0,"['work', 'want', 'countri', 'congratul', 'peac', 'get', 'need', 'mani']","[[""mep"", 1.0]]","Ex-Brexit Party MEP Lance Forman gave £10,000 to Liz Truss' leadership campaign via his smoked salmon firm, new records show.. Ex-Brexit Party MEP Lucy Harris worked on Truss' campaign."
17,1662632451.0,['*'],"[[""watch"", 0.5453385961836166], [""450k"", 0.3768059583326291], [""425k"", 0.3768059583326291], [""donat"", 0.3629973279023213], [""drop"", 0.34449887930975054], [""moment"", 0.2905177434575173], [""energi"", 0.28947065113581555]]",The £2500 Truss energy cap wont apply to business will it ? I’m watching The Capture from the BBC at the moment. This piece looks like “correction” to me. I must have been watching another PMQs.. 🚨Quite the moment for Liz Truss’s £450k Tory leadership donations to drop….
17,1662632453.0,"['chines', 'militari', 'rais', 'defens', 'compani', 'veto', 'ban', 'threaten']","[[""hay"", 1.0]]","NEW Liz Truss raised almost £420,000 from donors to fund her Tory leadership campaign. Biggest single donation of £100k came from Fitriani Hay, wife of James Hay, a former BP executive with a luxury goods empire."
17,1662632624.0,"['cabinet', 'nomine', 'invok', 'announc', 'week', 'new']","[[""mep"", 0.750192199005325], [""hay"", 0.6612198307307144]]","Ex-Brexit Party MEP Lance Forman gave £10,000 to Liz Truss' leadership campaign via his smoked salmon firm, new records show.. Ex-Brexit Party MEP Lucy Harris worked on Truss' campaign."
18,1662633505.0,"['work', 'want', 'countri', 'congratul', 'peac', 'get', 'need', 'mani']","[[""price"", 0.6526168899271267], [""household"", 0.5855915047522472], [""execut"", 0.36709831330336445], [""compani"", 0.31050380499064456]]","This is not going to ease anyone’s concerns! it is still far too high for many households!. Households will get two year price fix on energy bills with prices capped at £2,500-However Businesses,charities, and schools costs will be frozen for six months with a review."
18,1662633550.0,"['polici', 'cooper', 'administr', 'address', 'climat', 'plan', 'immigr', 'execut', 'day']","[[""130bn"", 0.7924948909159273], [""execut"", 0.6098785517397318]]",The biggest single donation comes from the former wife of a BP executive... Shocked to see a former energy company executive linked to funding Truss’ leadership campaign. No wonder she’s so desperate to save them £130bn and load the debt onto the rest of us instead..
18,1662633578.0,"['appeal', 'lawyer', 'judg', 'dismiss', 'campaign', 'suit', 'alleg', 'file']","[[""execut"", 1.0]]","So it turns out the biggest single donation to the Liz Truss campaign came from the wife of a former executive of BP... Truss received £100,000 from an ex-BP executive during her leadership campaign. I wonder why she doesn’t want a windfall tax."
18,1662633601.0,"['foreign', 'econom', 'brief', 'advis', 'nation', 'former', 'secur', 'domest', 'chief']","[[""execut"", 0.6394460801600397], [""frozen"", 0.40988003721986677], [""domest"", 0.3759717174430339], [""wife"", 0.31828941751195483], [""packag"", 0.30184205702592554], [""eas"", 0.2988905362332409]]","The biggest single donation comes from the former wife of a BP executive... 🚨 #UK Prime Minister Liz #Truss announces domestic energy bills will be frozen at £2,500 as part of a package to ease the cost of living crisis."
18,1662633739.0,"['hour', 'take', 'spent', 'time', 'year', 'last', 'offic']","[[""typic"", 0.7218701253948019], [""oct"", 0.6920285558143486]]","⚠️ UK PM TRUSS: MEASURE WILL SAVE TYPICAL HOUSEHOLDS AROUND 1,000 POUNDS PER YEAR. - Reuters via. 🇬🇧 UK PM TRUSS: TYPICAL HOUSEHOLD WILL PAY NO MORE THAN 2,500 POUNDS A YEAR ON THEIR ENERGY BILLS OVER NEXT TWO YEARS FROM OCT. 1."
