node,timestamp,split,query,summary
10,1662451509.0,"['counsel', 'attorney', 'said', 'investig', 'gener']","[[""pleas"", 0.8352962592633032], [""isnt"", 0.33020977709742444], [""mandat"", 0.32135005092269714], [""member"", 0.299959675859909]]","I’ve said it before and I’ll say it again: And what’s the problem with a member of the government using a government plane for an official trip?. General Election please! 81,000 Tory members voting for Liz Truss isn’t a mandate to be Prime Minister of the UK. 🗳."
10,1662451518.0,"['evid', 'republican', 'outcom', 'claim', 'widespread', 'voter', 'proof', 'elect']","[[""pleas"", 0.8702226870521952], [""member"", 0.4285886128914591], [""isnt"", 0.17720182852280336], [""mandat"", 0.16620405472673389]]","Liz Truss has claimed just shy of £5,000 in expenses for energy over the last 5 years for her second home in Norfolk. Liz Truss would hate you to RT this. So please do not RT."
10,1662451523.0,"['turnout', 'counti', 'find', 'poll', 'major', 'vote', 'overrid']","[[""mandat"", 0.5279056101848622], [""isnt"", 0.5174099395665778], [""pleas"", 0.4905250595109621], [""member"", 0.4615059990561617]]","How many of the just 86,000 that voted for Truss are 'overseas' members who don't live or have any connections to the UK? Liz Truss got 47% of eligible Tory members. She wouldn't meet the threshold that ministers set for union members voting on strike action."
10,1662451846.0,"['rig', 'fraud', 'say', 'believ']","[[""reform"", 1.0]]",Boris Johnson says he reformed social care. His “reform” involved hiking taxes to a seventy year high - breaking a manifesto pledge not to raise taxes - and new Prime Minister Liz Truss now says she’s going to reverse it! Utterly delusional.
10,1662452072.0,"['money', 'tax']","[[""reform"", 0.6887775242969059], [""seventi"", 0.5149838302169807], [""signal"", 0.5102716694452802]]",Boris Johnson says he reformed social care. His “reform” involved hiking taxes to a seventy year high - breaking a manifesto pledge not to raise taxes - and new Prime Minister Liz Truss now says she’s going to reverse it! Utterly delusional.
10,1662452083.0,"['retir', 'receiv', 'confirm', 'nomin', 'secretari', 'first']","[[""abandon"", 1.0]]",Time to start wondering which campaign pledge Truss will abandon first.
11,1662452163.0,"['demand', 'packag', 'stimulu', 'check', 'increas', 'relief']","[[""billion"", 0.7520476725136644], [""busi"", 0.6591087150590409]]",TRUSS PLANS £40 BILLION ENERGY-AID PACKAGE FOR UK BUSINESSES-BBG. #motilaowalupdates. Motilal Oswal Financial Services Ltd. ⚠️ Incoming UK Prime Minister Liz Truss is finalizing plans for a £40 billion ($46 billion) support package to lower energy bills for businesses. via..
11,1662452292.0,"['charg', 'pro-trump', 'assault', 'arrest', 'riot', 'mob', 'rioter', 'support', 'polic', 'capitol', 'protest']","[[""billion"", 0.7620143008550566], [""busi"", 0.48298462756285365], [""packag"", 0.31243718069311965], [""lower"", 0.29739378431783964]]",⚠️ Incoming UK Prime Minister Liz Truss is finalizing plans for a £40 billion ($46 billion) support package to lower energy bills for businesses. via.. BREAKING: Incoming Prime Minister Liz Truss is planning a £40 billion support package to lower energy bills for UK businesses.
11,1662452386.0,"['chines', 'militari', 'rais', 'defens', 'compani', 'veto', 'ban', 'threaten']","[[""reform"", 1.0]]",Boris Johnson says he reformed social care. His “reform” involved hiking taxes to a seventy year high - breaking a manifesto pledge not to raise taxes - and new Prime Minister Liz Truss now says she’s going to reverse it! Utterly delusional.
11,1662452446.0,"['member', 'remov', 'leav', 'resign']","[[""fantasist"", 1.0]]","Johnson ""arrived as a liar a fantasist and he's leaving as a liar and a fantasist."" ""His big claim about getting Brexit done - Brexit NI is proving to be something of a catastrophe, the chances are Truss has no plan to deal with that."" @campbellclaret.."
11,1662452522.0,"['polici', 'cooper', 'administr', 'address', 'climat', 'plan', 'immigr', 'execut', 'day']","[[""packag"", 1.0]]",EXCLUSIVE: Liz Truss is finalizing plans for a £40 billion support package to lower energy bills for businesses via Bloomberg Politics. UK PM TRUSS'S SPOKESMAN PLANS £40 BLN ENERGY-AID PACKAGE FOR UK BUSINESSES. Truss Plans £40 Billion Energy-Aid Package for UK Businesses.
11,1662452676.0,['*'],"[[""brilliant"", 1.0]]","Love this!! Brilliant!!. Brilliant.. Brilliant. And yet with Truss, she has the ability to make him look competent. We Are Fucked Thick Lizzy. Brilliant thread 👇. Brilliant, as ever, from ⁦Fintan O'Toole⁩. Brilliant! 👏👏👏. Brilliant."
11,1662452804.0,"['rig', 'fraud', 'say', 'believ']","[[""payback"", 0.786844402168233], [""signal"", 0.574765527000219], [""kite"", 0.2247676038682538]]",I don't believe Truss will really go for the two-decade payback high energy bills options. Surely - surely - they're kite flying to see how ideas go down. She can't actually be that foolish.
12,1662453400.0,"['foreign', 'econom', 'brief', 'advis', 'nation', 'former', 'secur', 'domest', 'chief']","[[""separ"", 0.5978242864658657], [""secur"", 0.5974767495195259], [""intervent"", 0.4386449110685535], [""travel"", 0.18795717549663352], [""sec"", 0.1869011308869973], [""outgo"", 0.15152018262037042]]",The fact that Truss and Johnson are not travelling together is not as interesting as many of you think. It is entirely appropriate for the outgoing and incoming leader to travel separately for very valid security reasons. Think about like a sensible person for 3 seconds.
12,1662453704.0,"['retir', 'receiv', 'confirm', 'nomin', 'secretari', 'first']","[[""castl"", 0.4808311195954133], [""majesti"", 0.46277548648396855], [""1952"", 0.31380613465208446], [""formalis"", 0.31380613465208446], [""winston"", 0.2616920671785924], [""15th"", 0.25252778090289124], [""balmor"", 0.24819323625735043], [""queen"", 0.24069262434638575], [""later"", 0.23984083323916816], [""reign"", 0.21995962781413778]]","🤝 Later today, The Queen will receive Liz Truss at Balmoral Castle to formalise her new position as Prime Minister.. Ms. Truss is the 15th Prime Minister to serve during Her Majesty’s reign. The first was Winston Churchill in 1952."
12,1662453713.0,"['son', 'staff', 'posit', 'appoint']","[[""1952"", 0.4451394127074867], [""formalis"", 0.4451394127074867], [""majesti"", 0.3762321006489149], [""winston"", 0.3631618196464622], [""15th"", 0.3582150113415292], [""castl"", 0.32340748244749884], [""reign"", 0.31201652463900376]]","🤝 Later today, The Queen will receive Liz Truss at Balmoral Castle to formalise her new position as Prime Minister.. Ms. Truss is the 15th Prime Minister to serve during Her Majesty’s reign. The first was Winston Churchill in 1952."
12,1662453795.0,"['term', 'next', 'presid', 'end']","[[""woe"", 1.0]]","[FinancialTimes] Truss may see a polling bounce, but our energy woes are long-term problems. Truss may see a polling bounce, but our energy woes are long-term problems. Truss may see a polling bounce, but our energy woes are long-term problems | opinion."
12,1662453931.0,"['turnout', 'counti', 'find', 'poll', 'major', 'vote', 'overrid']","[[""woe"", 1.0]]","[FinancialTimes] Truss may see a polling bounce, but our energy woes are long-term problems. Truss may see a polling bounce, but our energy woes are long-term problems. Truss may see a polling bounce, but our energy woes are long-term problems | opinion."
13,1662454416.0,"['attempt', 'democraci', 'power', 'tri', 'coup', 'cheat']","[[""compani"", 0.6148023599642682], [""build"", 0.5773615066041204], [""hous"", 0.5372818151344662]]",The £130 billion Liz Truss is about to hand energy companies could build enough wind farms to power 10 million houses with free energy for 30 years.
13,1662454421.0,"['hour', 'take', 'spent', 'time', 'year', 'last', 'offic']","[[""build"", 0.8217825598721122], [""farewel"", 0.3571485320371062], [""speech"", 0.3268073454112227], [""hous"", 0.3005250560919138]]",The £130 billion Liz Truss is about to hand energy companies could build enough wind farms to power 10 million houses with free energy for 30 years. Boris Johnson flaunts his govt's achievements in farewell speech as Liz Truss takes over as new PM.
13,1662454988.0,"['call', 'democrat', 'governor', 'pressur', 'leader']","[[""retail"", 1.0]]",Fashion retail calls for clarity from policy-switching Liz Truss. The retail industry has called on new PM Liz Truss to make good on the promises she made in the hustings and provide support to businesses as the cost-of-living crisis rages on #retail #retailnews.
13,1662455013.0,"['lead', 'state', 'process', 'ballot', 'recount', 'winner', 'machin', 'race']","[[""bhatia"", 0.6253205581050871], [""taru"", 0.5518034974568131], [""scroll"", 0.5518034974568131]]","1) The level of hatred. Taru Bhatia, audience editor at Scroll. And, This is after Rishi Sunak lost the UK Prime Ministerial race.."
13,1662455067.0,"['transit', 'lose', 'lost', 'conced', 'acknowledg']","[[""bhatia"", 0.6253205581050871], [""taru"", 0.5518034974568131], [""scroll"", 0.5518034974568131]]","1) The level of hatred. Taru Bhatia, audience editor at Scroll. And, This is after Rishi Sunak lost the UK Prime Ministerial race.."
14,1662455332.0,"['destroy', 'clemenc', 'trump', 'peopl', 'enemi', 'american']","[[""money"", 1.0]]","Money tree showed up, from the people who said there's no money tree.... People complaining now that Liz Truss will freeze energy bills for 2 years. Where is the money coming from they say. She cant win."
14,1662455381.0,"['troop', 'pay', 'cut', 'servic', 'order']","[[""money"", 1.0]]","Liz Truss to freeze energy bills, likely at a cost of hundreds of billions of pounds. Where is this money coming from? The magic money tree otherwise known as 'crippling future taxes'. Why do people still think government money is free? We always end up paying."
14,1662455557.0,"['foreign', 'econom', 'brief', 'advis', 'nation', 'former', 'secur', 'domest', 'chief']","[[""clearout"", 0.46515119816644673], [""fvd"", 0.4645092934064532], [""unit"", 0.4497163043794126], [""offici"", 0.37369860886359735], [""deliveri"", 0.3399037643593807], [""loyal"", 0.33231837966988026]]","Revealed: Liz Truss's new Number 10 team. There's a big clearout this morning - the delivery unit is gone, there will be a new economic unit. Truss is putting her most loyal allies in key roles. It sounds pretty brutal - officials very upset as they're asked to leave."
14,1662455589.0,"['term', 'next', 'presid', 'end']","[[""money"", 1.0]]","Liz Truss to freeze energy bills, likely at a cost of hundreds of billions of pounds. Where is this money coming from? The magic money tree otherwise known as 'crippling future taxes'. Why do people still think government money is free? We always end up paying."
14,1662455828.0,"['alli', 'legal', 'court', 'overturn', 'challeng', 'lawsuit', 'result', 'ask']","[[""dcm"", 0.7144554645761167], [""impend"", 0.47258516523415295], [""secretari"", 0.3743928362136313], [""avert"", 0.3550304985911018]]",Nadine Dorries confirms Cabinet exit and says that Liz Truss asked her to stay on as Culture Secretary but she declined... Lots of newspapers asking if Liz Truss can avert the impending crisis but Liz Truss *is* the impending crisis.
14,1662456006.0,['*'],"[[""triumph"", 1.0]]",Don't tell filming it like the opening of Triumph Of The Will?. Truss in triumph.
14,1662456134.0,"['retir', 'receiv', 'confirm', 'nomin', 'secretari', 'first']","[[""secretari"", 1.0]]",Liz Truss’ career so far. Environment Secretary who cut funding to stop sewage discharge. Chief Secretary to the Treasury who closed our gas storage. Justice Secretary who cut the courts and access to justice. What could possibly go wrong now she’s Prime Minister?
15,1662456762.0,"['troop', 'pay', 'cut', 'servic', 'order']","[[""premier"", 0.7309635520075229], [""vow"", 0.6824165045165197]]",RT Xtra News: Liz Truss vows tax cuts after winning vote to be next British premier. Liz Truss vows tax cuts after winning vote to be next British prime minister. Liz Truss vows tax cuts after winning vote to be next British premier.
15,1662456839.0,"['foreign', 'econom', 'brief', 'advis', 'nation', 'former', 'secur', 'domest', 'chief']","[[""ceo"", 0.6110983688919845], [""advisor"", 0.5662960059005389], [""no10"", 0.5530529967721475]]","New No10 health adviser is currently DWP special advisor - which would strengthen 'Coffey will be new health sec' rumours. The chief economic advisor in Truss's No10 policy unit is a former CEO of the TaxPayers' Alliance – the radical, libertarian pressure group.."
15,1662457428.0,['*'],"[[""aberdeen"", 0.9381566197601935], [""circl"", 0.28142578863209194], [""left"", 0.20164742074455824]]",Liz Truss’ plane waiting to land at Aberdeen! She’s going round in circles and not even PM yet 😊. Liz Truss hasn’t hit the ground yet as promised (as Aberdeen is fogged out). What are the constitutional implications if Liz Truss just keeps circling Aberdeen airport forever..
16,1662457985.0,"['money', 'tax']","[[""reform"", 1.0]]",Johnson said today he had reformed social care.. His “reform” involved hiking taxes to a seventy year high - breaking a manifesto pledge not to raise taxes - and new Prime Minister Liz Truss now says she’s going to reverse it!. Utterly delusional.
16,1662458713.0,"['polici', 'cooper', 'administr', 'address', 'climat', 'plan', 'immigr', 'execut', 'day']","[[""meet"", 0.5487122776921624], [""got"", 0.5444684878663445], [""spare"", 0.48623487645795915], [""she"", 0.40748564017193145]]","Spare a thought for the Queen having to speak th Johnson and Truss on the same day. If you think you’re having a tough day spare a thought for the Queen. She’s got to have a meeting with Boris Johnson and, when that’s done, she’s got to have a meeting with Liz Truss too."
17,1662458944.0,"['destroy', 'clemenc', 'trump', 'peopl', 'enemi', 'american']","[[""handout"", 1.0]]","BREAKING: Liz Truss might be opposed to handouts, but Boris Johnson is entitled to a Public Duty Cost Allowance of £115,000 a year, simply because he was prime minister before he resigned in disgrace. I'm pretty sure they only hate handouts for poor people x."
17,1662459213.0,"['call', 'democrat', 'governor', 'pressur', 'leader']","[[""thwart"", 1.0]]",Ukraine leader hopes Liz Truss will help ‘thwart’ Russia.
18,1662460073.0,"['foreign', 'econom', 'brief', 'advis', 'nation', 'former', 'secur', 'domest', 'chief']","[[""advisor"", 0.8074005026098162], [""stare"", 0.35500862472968076], [""ceo"", 0.2833845862484874], [""chief"", 0.2799907535358953], [""made"", 0.25173728163331727]]",Well let’s hope Liz Truss has the same Chief Advisor and party Organiser as Boris ie. Carrie Johnson. Truss has made a former CEO of the Taxpayer's Alliance her Chief Economic Advisor.. *stares at everyone*
18,1662460687.0,"['rig', 'fraud', 'say', 'believ']","[[""unless"", 0.9472769039047856], [""handout"", 0.3204160846907716]]","Unless Boris Johnson comes out and issues a profuse apology for leaving Britain in such a shameful shambles, why do we give a monkey’s cuss what he has to say this morning? No 10. Liz Truss doesn’t believe in handouts unless your name is Shell, BP or British Gas."
19,1662461480.0,"['attempt', 'democraci', 'power', 'tri', 'coup', 'cheat']","[[""eight"", 0.766040090427734], [""achiev"", 0.6427927969862989]]",UK wind power given huge boost after Boris Johnson gives eight-minute speech about his own achievements.
