node,timestamp,split,query,summary
16,1618075585.0,None,"[[""sent"", 0.3988373158854657], [""gagliolo"", 0.3988373158854657], [""fuck"", 0.3988373158854657], [""given"", 0.3988373158854657], [""men"", 0.3581934579917413], [""straight"", 0.3565326233051914], [""need"", 0.32908527314382474]]",Goal! Parma-Milan 1-2 Gagliolo! Gagliolo beats Donnarumma to the ball and opens up the game for Parma. Let’s go! We want/need this more!!. Parma Milan 1-2. Zlatan Ibrahimovic has been sent OFF with a straight red! 😱. Milan are now down to 10 men!. WHAT THE FUCK!!!??? Goal Parma...
17,1618075729.0,None,"[[""card"", 0.44125118813454134], [""skill"", 0.4292541121818055], [""ref"", 0.4220792627905053], [""human"", 0.39756581649009143], [""got"", 0.3826698947926223], [""compar"", 0.37201151224802087]]","Zlatan Ibrahimovic vs Parma | Lions Don’t Compare Themselves To Humans | Goals, Skills and More. JUST SEEN ZLATAN THE DONKEY GOT A RED CARD AND PARMA SCORED. Milan gonna bottle this I’m screaaaaming! 😭😭🤣🤣🤣💀."
18,1618075904.0,None,"[[""stress"", 0.8296116793902256], [""meit"", 0.4148058396951128], [""sub"", 0.3737386476860028]]","Meite and Dalot as subs.... We want to defend a lead and bring Dalot Meite on. Meite and Dalot coming on for Bennacer and Saelemaekers. 72 minute, a big battle ahead to preserve this lead. I really thought Milan were gonna win this game stress free...."
19,1618076150.0,None,"[[""goal"", 0.7181041342833779], [""sent"", 0.6959356668005459]]","Galatasaray abeg Milan don deliver 2 goals score or concede 2 goals too pls. Cornelius is awful man, lucky that wasnt pelle on that or its a goal. Cashed after ibra sent off and parma got a goal back."
20,1618076274.0,None,"[[""yellow"", 0.7365435777894979], [""maresca"", 0.676390093080203]]",Maresca today :. Cornelius gets a : You Stop ! Ibrahimovic gets a : RED CARD. Parma Milan. Why the fuxk is Maresca dishing so many cards like that? Parma Milan. 78' Yellow card for Hernandez.. Parma Milan 1-2. ⏱️ 78' Yellow card for Theo Hernandez.
21,1618076383.0,None,"[[""receiv"", 0.45606261336730997], [""3353"", 0.45606261336730997], [""fourth"", 0.45606261336730997], [""overal"", 0.45606261336730997], [""yellow"", 0.4099116621350485]]",Loool now Meite gets a yellow for fuck all smh. Yellow for Kessie. Zlatan Ibrahimovic has received his first red card in Serie A in 3353 days. His fourth overall for Milan.. AC Milan eating Yellow cards 😆😆. Kessie with another needless yellow.
22,1618076477.0,None,"[[""kessi"", 0.7890127509016153], [""lead"", 0.4344300167545203], [""sent"", 0.4344300167545203]]","Kessie booked for kicking the ball away, we have lost it on the field. Kessie the one that should lead the players to calm down. ⏱ 81.' 🟨 Kessie is booked, too. Parma Milan 1-2 Sempre Milan. Lol Zlatan sent off for still leading 2-1."
23,1618076662.0,None,"[[""leao"", 0.7289522329656613], [""corner"", 0.37944560749321876], [""cusp"", 0.18972280374660938], [""wrong"", 0.18972280374660938], [""street"", 0.17779879262132822], [""disturb"", 0.17779879262132822], [""sent"", 0.17338208612843178], [""hamper"", 0.17338208612843178], [""acca"", 0.17093959949930307], [""seri"", 0.16339625871301106], [""pro"", 0.15995212937124254], [""may"", 0.1562166686231964], [""footbal"", 0.15298907250295984]]",Thank you Ibrahimovic 🙏🏾. Getting red carded and allowing Parma to pressure us and winning more corners 🙏🏾. 9.5 corners ✅. Zlatan sent off but it may hamper Milan's chances of CL football next season. Leao goal brilliant work by Dalot. Leao for the win. Just knew it.
24,1618076826.0,None,"[[""2004"", 1.0]]",2004 - Chaka Traorè (Parma) is the first player born in 2004 to play a Serie A game. Child.. Parma Milan.
25,1618077041.0,None,"[[""meit"", 1.0]]","Meite booked, raining yellow cards. ⏱ 90.' 🟨 Soualiho Meite goes into the book, too. Parma Milan 1-2 Sempre Milan."
26,1618077177.0,None,"[[""decis"", 0.7568410340953257], [""conced"", 0.6535989971760346]]",Dalot is going to make us concede a penalty. Another Milan game with terrible decisions from the officials. Just tired of watching it game in game out Parma Milan Serie A.
27,1618077305.0,None,"[[""diogo"", 0.6644648354644707], [""sub"", 0.40029863304371194], [""counter"", 0.3801067999070971], [""rafael"", 0.3801067999070971], [""pioli"", 0.3305830124844314]]","Pioli subs have been spot on but I bet you don't want this conversation. So, are we praising Pioli for the subs or its only when we lose a game? ⏱ 90+4' ⚽️. Rafael Leão seals the win following a Diogo Dalot counter 😍. Parma Milan 1-3 Sempre Milan. EA SPORTS FIFA."
28,1618077415.0,None,"[[""posit"", 0.7468985738499148], [""2nd"", 0.6649379823569739]]","The Rossoneri maintain their excellent away record and beat Parma 3-1 to hold on to 2nd place in Serie A AC Milan. Job done! Milan fiish off Parma 1-3. Stay in 2nd place, 8 points behind Inter who have 1 game in hand! Much needed win!!! Positive Vibes Parma Milan."
